,DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
0,00:40.2,24.139,102.50299999999999,31.0,7.5,Ms,90.0,,,0.0,NEI,1970010440.0
1,18:26.1,-9.602,151.35,38.0,6.3,Ms,107.0,,,0.0,NEI,1971012540.0
2,12:39.1,-34.741,178.56799999999998,179.0,6.1,Mb,59.0,,,0.0,NEI,1970010840.0
3,45:11.7,6.279,126.777,94.1,6.6,Unk,510.0,,,1.06,NEI,1995042040.0
4,24:53.3,60.0257,-153.0258,121.36,6.0,ML,50.0,,,0.2,AK,
5,28:20.8,-25.996,-177.514,152.5,7.8,Mw,512.0,,,1.12,NEI,2007120940.0
6,33:05.4,42.519,142.966,46.0,6.4,Ms,199.0,,,0.0,NEI,1970012040.0
7,51:38.5,7.017,-104.29799999999999,33.0,6.6,Ms,140.0,,,0.0,NEI,1970012140.0
8,04:54.9,-13.059000000000001,166.12900000000002,33.0,6.2,Ms,88.0,,,0.0,NEI,1980102740.0
9,08:48.0,15.532,-99.484,21.0,6.5,Ms,100.0,,,0.0,NEI,1970020440.0
10,05:58.3,12.597999999999999,122.117,11.0,6.6,Ms,94.0,,,0.0,NEI,1970020540.0
11,34:57.8,23.028000000000002,101.052,5.0,6.1,Mw,400.0,,,0.96,NEI,2007060240.0
12,07:36.8,30.576,103.031,33.0,6.0,Ms,94.0,,,0.0,NEI,1970022440.0
13,07:56.5,50.13,-179.5898,7.0,6.0,ML,0.0,,,,AK,
14,52:31.1,52.5898,-175.04,161.0,6.1,ML,0.0,,,,AK,
15,30:35.4,12.134,143.707,33.0,6.2,Ms,82.0,,,0.0,NEI,1970030440.0
16,03:15.9,-19.964000000000002,169.108,36.0,6.2,Mw,489.0,,,1.05,NEI,2008090840.0
17,47:50.7,44.244,148.862,33.0,7.6,Ms,317.0,,,0.0,NEI,1978032440.0
18,32:28.8,57.3546,-154.19799999999998,42.92,6.29,ML,129.0,,,0.91,AK,
19,39:17.8,-29.653000000000002,-69.499,119.0,6.0,Mb,118.0,,,0.0,NEI,1970031540.0
20,33:28.7,51.34,173.75,8.0,6.5,ML,0.0,,,,AK,
21,51:09.4,-22.125999999999998,126.721,33.0,6.0,Mb,20.0,,,0.0,NEI,1975100340.0
22,27:56.4,0.2,119.541,33.0,6.2,Me,151.0,,,1.04,NEI,1999022310.0
23,02:23.4,39.181999999999995,29.488000000000003,20.0,7.1,Ms,199.0,,,0.0,NEI,1970032840.0
24,35:45.3,-17.135,168.458,205.7,6.3,Mw,387.0,,,1.02,NEI,2008110440.0
25,23:34.1,-49.271,164.115,10.0,7.4,Mw,499.0,,,1.19,NEI,2007093040.0
26,23:56.6,15.434000000000001,121.801,33.0,6.2,Ms,92.0,,,0.0,NEI,1970040840.0
27,05:42.9,59.72,-142.49,7.0,6.2,ML,0.0,,,,AK,
28,14:21.4,15.069,122.665,12.0,6.0,Ms,92.0,,,0.0,NEI,1970041540.0
29,41:25.7,14.423,-92.36399999999999,24.0,6.7,Mw,481.0,,,1.17,NEI,2008101640.0
30,24:11.0,-41.523,80.416,10.0,6.1,Mw,74.0,,,1.4,NEI,1996081910.0
31,12:28.0,43.034,47.089,44.0,6.5,Ms,135.0,,,0.0,NEI,1970051440.0
32,13:15.1,50.169,91.25200000000001,33.0,6.7,Ms,159.0,,,0.0,NEI,1970051540.0
33,26:24.8,-56.293,-27.075,94.1,6.0,Mw,241.0,,,0.99,NEI,2005061240.0
34,32:53.9,26.973000000000003,139.882,512.0,6.5,Mw,626.0,,,1.04,NEI,2011011240.0
35,16:16.4,38.315,142.434,22.0,6.0,Mw,411.0,,,1.14,NEI,2011030920.0
36,26:28.7,-9.158999999999999,-78.887,56.9,6.3,Unk,301.0,,,0.99,NEI,1985082140.0
37,45:52.7,-9.793,-78.587,55.0,6.0,Mb,31.0,,,0.0,NEI,1970053140.0
38,05:48.2,42.839,78.60600000000001,33.0,7.1,Ms,233.0,,,0.0,NEI,1978032440.0
39,27:12.6,-24.848000000000003,-68.67399999999999,33.0,6.3,Mb,187.0,,,0.0,NEI,1977011740.0
40,46:38.3,-59.113,157.767,33.0,7.2,Ms,27.0,,,0.0,NEI,1970061140.0
41,45:06.8,-2.977,139.623,36.0,6.1,Mb,47.0,,,0.0,NEI,1971011040.0
42,00:11.3,-51.95399999999999,-73.84899999999999,33.0,6.6,Ms,85.0,,,0.0,NEI,1970061440.0
43,41:40.3,-8.73,118.82799999999999,33.0,6.0,Mb,21.0,,,0.0,NEI,1970061540.0
44,14:52.4,-54.336000000000006,-63.645,33.0,7.0,Ms,66.0,,,0.0,NEI,1970061540.0
45,56:14.8,-22.193,-70.515,52.0,6.2,Mb,98.0,,,0.0,NEI,1970061940.0
46,49:02.3,52.365,-131.90200000000002,9.0,6.2,Mw,579.0,,,1.13,NEI,2012103010.0
47,05:25.7,-7.859,158.622,47.9,6.2,Me,298.0,,,0.92,NEI,1998112510.0
48,30:12.6,-8.66,124.15899999999999,41.0,6.2,Ms,126.0,,,0.0,NEI,1970062840.0
49,56:15.3,-51.035,139.487,33.0,6.0,Ms,29.0,,,0.0,NEI,1970070240.0
50,17:44.2,-19.187,-173.45,33.0,6.0,Ms,66.0,,,0.0,NEI,1970071640.0
51,41:11.2,-22.055,-174.86599999999999,33.0,6.2,Ms,267.0,,,1.12,NEI,1993010440.0
52,29:38.2,-5.728,151.939,33.0,6.2,Mb,30.0,,,0.0,NEI,1971072640.0
53,41:10.7,32.18,131.695,34.0,7.0,Ms,176.0,,,0.0,NEI,1970072540.0
54,16:19.3,26.016,95.396,59.0,6.5,Mb,188.0,,,0.0,NEI,1970072940.0
55,52:19.5,37.824,55.876000000000005,19.0,6.6,Ms,114.0,,,0.0,NEI,1970073040.0
56,14:59.9,14.284,51.945,10.0,6.0,Mw,242.0,,,1.25,NEI,2002090140.0
57,08:05.4,-1.459,-72.558,651.0,7.1,Mb,205.0,,,0.0,NEI,1970073140.0
58,07:39.2,-60.62,-25.392,33.0,6.2,Mb,181.0,,,1.1,NEI,1983102240.0
59,54:36.2,11.321,-86.45100000000001,68.7,6.0,Me,219.0,,,1.13,NEI,1998100910.0
60,22:38.5,-8.878,117.979,117.0,6.0,Mb,45.0,,,0.0,NEI,1970081340.0
61,52:08.4,60.7,-145.38,30.0,6.0,ML,0.0,,,,AK,
62,30:19.5,-56.586999999999996,-142.483,33.0,6.4,Ms,74.0,,,0.0,NEI,1970082440.0
63,54:17.7,51.94,151.577,554.0,6.0,Mb,274.0,,,0.0,NEI,1975122140.0
64,11:16.1,17.718,147.61700000000002,40.0,6.4,Ms,77.0,,,0.0,NEI,1970090140.0
65,34:24.9,12.982000000000001,144.80100000000002,59.3,8.0,Ms,438.0,,,1.07,NEI,1993080840.0
66,38:36.2,6.432,-77.407,8.0,6.5,Ms,149.0,,,0.0,NEI,1970092740.0
67,53:04.8,-3.591,86.161,33.0,6.3,Ms,104.0,,,0.0,NEI,1970101040.0
68,17:08.6,-32.015,-178.025,16.4,6.3,Ms,238.0,,,1.07,NEI,1992123140.0
69,09:49.4,9.023,93.874,33.0,6.3,Ms,98.0,,,0.0,NEI,1970102540.0
70,53:09.3,-4.926,145.467,42.0,7.0,Ms,100.0,,,0.0,NEI,1970103140.0
71,36:45.4,-3.638,135.445,23.1,6.2,Mw,202.0,,,0.94,NEI,2004112840.0
72,11:44.6,12.253,123.85,10.0,6.0,Mw,94.0,,,1.15,NEI,2003062640.0
73,33:44.7,1.555,126.431,33.0,6.2,Mw,208.0,,,1.16,NEI,2001022440.0
74,53:00.1,23.378,121.52,33.0,6.3,Mw,415.0,,,1.01,NEI,1999110120.0
75,43:11.6,35.28,-35.729,10.0,6.3,Mw,504.0,,,0.98,NEI,2003040240.0
76,08:42.5,-20.921,-69.83,33.0,6.0,Mb,126.0,,,0.0,NEI,1970112840.0
77,01:18.7,-11.681,-14.087,33.0,6.0,Ms,68.0,,,0.0,NEI,1970112940.0
78,41:19.5,51.483999999999995,-175.032,13.8,6.2,Ms,487.0,,,1.13,NEI,1990031240.0
79,20:21.8,-23.156999999999996,-70.479,15.0,6.0,Mw,225.0,,,1.1,NEI,2007121340.0
80,02:47.3,42.138999999999996,144.344,32.8,6.1,Mw,636.0,,,0.77,NEI,2004111140.0
81,30:41.6,-30.608,-71.637,33.0,6.8,Mw,398.0,,,0.95,NEI,2003062040.0
82,34:38.8,-3.989,-80.72399999999999,25.0,7.6,Ms,130.0,,,0.0,NEI,1970121040.0
83,18:15.7,-2.008,99.77,20.5,6.3,Ms,455.0,,,1.0,NEI,1994051140.0
84,11:00.2,-10.168,160.657,51.0,6.0,Ms,111.0,,,0.0,NEI,1977042240.0
85,25:18.4,-55.645,-2.6260000000000003,10.0,6.5,Mw,65.0,,,1.55,NEI,2007062440.0
86,41:36.0,52.056000000000004,-177.547,93.3,6.2,Unk,440.0,,,0.95,NEI,1987032140.0
87,59:21.4,0.368,98.319,30.0,6.0,Mw,461.0,,,0.85,NEI,2005040340.0
88,04:21.8,-63.453,-61.215,33.0,7.0,Ms,54.0,,,0.0,NEI,1971020840.0
89,00:41.9,34.416,-118.37,8.95,6.6,Mw,16.0,,,0.25,CI,33476.0
90,56:01.6,-24.221,-67.003,196.2,6.1,Mw,432.0,,,0.88,NEI,2005060240.0
91,47:57.1,-18.368,173.637,20.0,6.0,Ms,48.0,,,0.0,NEI,1971031340.0
92,12:25.0,-5.72,145.368,118.0,6.3,Mb,78.0,,,0.0,NEI,1971031340.0
93,44:48.2,51.163000000000004,-130.542,10.0,6.4,Mw,462.0,,,1.15,NEI,2008010540.0
94,15:26.9,-22.879,-176.358,76.0,6.0,Mb,112.0,,,0.0,NEI,1971032340.0
95,07:39.9,71.067,-7.747000000000001,12.2,6.0,Mw,506.0,,,0.89,NEI,2004041440.0
96,38:08.7,41.728,79.44,22.0,6.1,Mw,623.0,,,0.91,NEI,2005021440.0
97,54:17.7,35.461999999999996,98.166,13.0,6.4,Ms,99.0,,,0.0,NEI,1971032440.0
98,59:27.9,-55.294,-128.843,10.0,6.2,Mw,148.0,,,1.04,NEI,2011110220.0
99,23:19.9,11.769,95.052,33.0,6.3,Ms,62.0,,,0.0,NEI,1971032840.0
100,15:28.3,-56.222,-122.419,10.0,6.3,Mw,192.0,,,1.03,NEI,1995090840.0
101,59:39.4,2.444,129.118,47.0,6.6,Ms,131.0,,,0.0,NEI,1971040740.0
102,31:42.7,-5.06,102.35600000000001,33.0,6.4,Ms,264.0,,,0.0,NEI,1978062440.0
103,03:25.9,28.308000000000003,55.598,44.0,6.0,Mb,94.0,,,0.0,NEI,1971041240.0
104,57:36.9,-6.535,105.389,45.0,6.1,Mw,383.0,,,0.93,NEI,2006071940.0
105,25:01.7,-39.779,-104.844,33.0,6.2,Mb,116.0,,,0.0,NEI,1971050940.0
106,27:56.3,65.9,-164.0,100.0,6.1,ML,0.0,,,,AK,
107,44:43.8,63.95,146.112,33.0,6.6,Ms,167.0,,,0.0,NEI,1971051840.0
108,43:58.7,38.829,40.521,3.0,6.7,Ms,155.0,,,0.0,NEI,1971052240.0
109,03:32.4,32.389,92.119,33.0,6.1,Ms,90.0,,,0.0,NEI,1971052240.0
110,44:15.7,25.229,96.443,15.0,6.1,Ms,109.0,,,0.0,NEI,1971053040.0
111,17:11.9,17.984,-69.33800000000001,23.9,6.0,Mb,331.0,,,1.0,NEI,1984062440.0
112,24:33.1,51.552,176.923,20.0,6.5,Mw,615.0,,,0.97,NEI,2003061540.0
113,00:40.9,-25.478,-69.153,93.0,6.3,Mb,145.0,,,0.0,NEI,1971061740.0
114,27:13.9,-5.249,96.93299999999999,25.0,6.4,Ms,130.0,,,0.0,NEI,1971062640.0
115,43:24.5,-6.903,129.151,141.9,7.1,Me,558.0,,,1.04,NEI,1995122540.0
116,02:42.1,-32.321,-71.492,37.0,6.0,Mw,297.0,,,0.9,NEI,2001031540.0
117,41:21.3,52.151,173.095,28.0,6.3,Ms,129.0,,,0.0,NEI,1971072540.0
118,03:41.4,39.61,77.23,11.0,6.3,Mw,424.0,,,0.92,NEI,2003022440.0
119,44:58.1,-2.778,-77.851,16.7,6.5,Me,527.0,,,0.95,NEI,1995100340.0
120,06:27.5,-0.893,-21.996,12.2,6.2,Ms,536.0,,,0.99,NEI,1995051840.0
121,31:35.2,-62.711000000000006,155.666,10.0,6.3,Ms,127.0,,,1.06,NEI,1995020340.0
122,16:06.4,-15.265,-178.571,10.0,6.7,Mw,322.0,,,1.16,NEI,2005121340.0
123,44:24.3,49.176,155.385,40.5,6.0,Mb,342.0,,,0.87,NEI,1984032140.0
124,47:13.3,-4.118,145.70600000000002,15.4,6.1,Ms,121.0,,,1.25,NEI,1987091740.0
125,33:47.2,46.405,141.174,15.0,6.3,Ms,82.0,,,0.0,NEI,1971090540.0
126,37:20.2,-3.188,148.339,14.4,6.2,Ms,208.0,,,1.23,NEI,1993110540.0
127,59:04.4,26.261,-110.537,26.1,6.0,Mw,266.0,,,1.29,NEI,2007031340.0
128,24:11.0,-0.46299999999999997,-4.841,33.0,6.0,Mb,92.0,,,0.0,NEI,1971093040.0
129,24:37.0,-14.697000000000001,171.666,10.0,6.4,Ms,47.0,,,0.0,NEI,1971100340.0
130,04:05.0,-54.669,1.765,10.0,6.2,Mw,79.0,,,1.22,NEI,2006022340.0
131,54:50.6,-54.74,146.298,11.0,6.9,Mw,388.0,,,1.37,NEI,2007013040.0
132,37:30.4,11.843,142.29,33.0,6.4,Ms,117.0,,,0.0,NEI,1971102440.0
133,09:26.7,-24.031999999999996,-179.796,510.2,6.0,Mb,192.0,,,1.02,NEI,1983091640.0
134,41:37.9,52.239,159.526,60.1,6.0,Mw,463.0,,,1.01,NEI,1998052710.0
135,18:21.8,44.828,153.343,24.0,6.3,Ms,159.0,,,0.0,NEI,1971120240.0
136,02:12.8,49.277,-128.77200000000002,10.0,6.7,Mw,459.0,,,1.17,NEI,2004110240.0
137,26:19.9,-54.381,5.9079999999999995,33.0,6.1,Ms,34.0,,,0.0,NEI,1971120740.0
138,43:08.1,2.8310000000000004,128.217,120.0,6.2,Mw,348.0,,,0.96,NEI,2010100840.0
139,41:06.2,56.26,163.79,14.0,6.3,Mw,455.0,,,0.9,NEI,2001080240.0
140,27:52.9,20.874000000000002,120.213,33.0,6.3,Ms,132.0,,,0.0,NEI,1972010840.0
141,52:39.9,36.372,70.738,214.5,7.2,Unk,485.0,,,1.02,NEI,1983123040.0
142,47:33.9,-20.836,172.957,12.6,6.7,Ms,270.0,,,1.25,NEI,1993063040.0
143,23:12.0,23.247,122.075,33.0,7.0,Ms,357.0,,,0.0,NEI,1978122340.0
144,22:59.8,33.342,140.782,56.0,6.3,Mb,209.0,,,0.0,NEI,1972022940.0
145,21:56.5,-28.171,-178.36900000000003,183.6,6.0,Mw,359.0,,,0.89,NEI,1997041220.0
146,12:43.7,41.174,142.249,61.4,6.1,Mw,460.0,,,0.83,NEI,2002101440.0
147,33:49.6,-6.768,-76.78699999999999,64.0,6.1,Mb,164.0,,,0.0,NEI,1972032040.0
148,27:41.9,49.06100000000001,153.57399999999998,134.0,6.3,Mb,211.0,,,0.0,NEI,1972032240.0
149,13:52.7,56.23,-156.56,9.0,7.0,ML,0.0,,,,AK,
150,58:43.4,-3.5839999999999996,150.73,10.0,6.4,Mw,226.0,,,1.0,NEI,2004051340.0
151,34:54.7,-25.69,179.389,532.0,6.2,Mb,141.0,,,0.0,NEI,1972033040.0
152,43:06.7,-7.425,125.584,377.0,6.6,Mb,92.0,,,0.0,NEI,1972040440.0
153,06:53.2,28.434,52.82899999999999,33.0,6.9,Ms,148.0,,,0.0,NEI,1972041040.0
154,21:15.7,0.9670000000000001,-28.285999999999998,33.0,6.4,Ms,112.0,,,0.0,NEI,1972041140.0
155,06:45.8,24.176,122.402,44.1,6.1,Mb,311.0,,,1.02,NEI,1983062440.0
156,20:48.2,-31.357,-111.064,33.0,6.1,Ms,64.0,,,0.0,NEI,1972042440.0
157,30:09.3,13.37,120.309,50.0,7.2,Ms,173.0,,,0.0,NEI,1972042540.0
158,40:00.9,35.124,23.612,46.0,6.3,Ms,100.0,,,0.0,NEI,1972050440.0
159,20:11.6,-53.843999999999994,-134.359,10.0,6.2,Mw,115.0,,,1.16,NEI,2006113040.0
160,43:52.4,16.773,122.32700000000001,37.0,7.0,Ms,275.0,,,0.0,NEI,1977031840.0
161,05:00.6,-17.766,-174.761,230.1,6.7,Unk,515.0,,,1.27,NEI,1989031140.0
162,55:21.9,-11.023,117.059,33.0,6.3,Mb,99.0,,,0.0,NEI,1972052840.0
163,13:09.0,50.148999999999994,-129.273,33.0,6.4,Ms,104.0,,,0.0,NEI,1972072340.0
164,20:00.0,57.0,-136.0,0.0,6.3,ML,0.0,,,,AK,
165,13:12.7,-15.675999999999998,-173.048,33.0,6.0,Mw,256.0,,,0.99,NEI,2002101640.0
166,31:28.3,-4.8919999999999995,134.03,13.0,6.6,Mw,291.0,,,0.98,NEI,2012101210.0
167,47:15.7,-20.708000000000002,-174.035,18.0,6.8,Mw,459.0,,,0.9,NEI,2009112440.0
168,25:19.2,-3.563,144.43200000000002,29.3,6.5,Ms,140.0,,,1.2,NEI,1990060740.0
169,49:36.8,29.365,130.542,41.0,6.1,Mb,111.0,,,0.0,NEI,1972090240.0
170,48:28.8,35.979,73.417,36.0,6.3,Mb,83.0,,,0.0,NEI,1972090340.0
171,53:58.9,-15.16,-175.273,33.0,6.1,Mw,160.0,,,0.91,NEI,1997080410.0
172,48:40.8,-3.315,130.766,33.0,6.0,Mw,67.0,,,1.05,NEI,1998111810.0
173,13:20.5,37.928000000000004,22.386999999999997,83.0,6.0,Mb,158.0,,,0.0,NEI,1972091340.0
174,14:34.6,15.244000000000002,-96.229,33.0,6.0,Mb,139.0,,,0.0,NEI,1972091640.0
175,07:15.6,38.283,20.34,33.0,6.3,Ms,114.0,,,0.0,NEI,1972091740.0
176,36:52.4,19.535999999999998,-70.148,33.0,6.1,Ms,140.0,,,0.0,NEI,1972091940.0
177,39:53.6,-6.622000000000001,131.09,57.0,6.4,Mw,326.0,,,0.93,NEI,2007121540.0
178,53:23.2,6.772,123.74,52.0,6.1,Ms,142.0,,,0.0,NEI,1977030240.0
179,49:48.1,-8.255,124.93,10.0,6.4,Ms,146.0,,,1.14,NEI,2004111140.0
180,11:59.1,18.795,-107.193,10.0,6.2,Mw,227.0,,,1.3,NEI,2010082440.0
181,42:10.7,27.531999999999996,128.334,43.0,6.0,Mw,491.0,,,0.88,NEI,2008070840.0
182,04:59.3,-7.561,146.804,140.9,7.1,Mw,485.0,,,0.77,NEI,2011121420.0
183,47:16.9,-30.215999999999998,60.688,33.0,6.1,Mb,16.0,,,0.0,NEI,1972102940.0
184,34:30.5,-8.193999999999999,112.413,151.6,6.6,Mw,418.0,,,1.39,NEI,1998092810.0
185,56:44.4,38.424,73.28399999999999,33.0,6.0,Mb,112.0,,,0.0,NEI,1972111240.0
186,43:45.2,15.575,-94.984,33.0,6.5,Ms,96.0,,,0.0,NEI,1972111340.0
187,29:26.4,-1.161,136.59799999999998,33.0,6.0,Mb,109.0,,,0.0,NEI,1979101740.0
188,19:00.1,-55.396,-28.171999999999997,33.0,6.4,Ms,117.0,,,0.0,NEI,1972122240.0
189,29:42.5,12.357000000000001,-86.119,5.0,6.2,Ms,99.0,,,0.0,NEI,1972122340.0
190,59:29.7,76.786,-107.038,33.0,6.0,Ms,65.0,,,0.0,NEI,1972122740.0
191,42:37.5,-35.513000000000005,-16.211,33.0,6.0,Ms,39.0,,,0.0,NEI,1973010140.0
192,54:29.1,-38.997,175.232,150.0,6.2,Mb,70.0,,,0.0,NEI,1973010540.0
193,28:14.1,-6.867999999999999,149.993,43.0,6.8,Ms,77.0,,,0.0,NEI,1973011840.0
194,21:43.8,18.816,-104.446,33.0,6.3,Mw,193.0,,,1.26,NEI,2001052040.0
195,08:43.7,-0.115,123.931,55.0,6.0,Mb,160.0,,,0.0,NEI,1973012740.0
196,16:33.2,18.127,-101.90799999999999,30.0,6.0,Mw,596.0,57.0,2.0,1.01,NEI,2013042220.0
197,37:03.1,27.983,139.405,498.5,6.0,Unk,478.0,,,1.18,NEI,1992012040.0
198,48:08.5,-22.767,-66.205,248.7,6.7,Unk,361.0,,,1.13,NEI,1987040140.0
199,37:10.1,31.398000000000003,100.581,33.0,7.4,Ms,78.0,,,0.0,NEI,1973020640.0
200,09:08.3,-45.475,96.288,33.0,6.1,Ms,30.0,,,0.0,NEI,1973020840.0
201,04:03.3,-29.709,-177.467,58.3,6.0,Ms,208.0,,,1.26,NEI,1990011440.0
202,35:55.4,-61.037,-37.881,33.0,6.4,Mb,76.0,,,0.0,NEI,1973022540.0
203,37:49.5,50.486000000000004,156.584,27.0,7.2,Ms,178.0,,,0.0,NEI,1973022840.0
204,03:51.1,54.6859,162.3024,43.0,6.4,Mw,,20.0,3.0,0.87,us,2013111220.0
205,20:50.1,50.949,157.44799999999998,29.0,6.5,Mw,310.0,43.0,2.0,0.78,NEI,2013030120.0
206,30:51.8,13.372,122.787,33.0,7.0,Ms,94.0,,,0.0,NEI,1973031740.0
207,55:47.3,23.338,123.757,33.0,6.0,Ms,93.0,,,0.0,NEI,1973032840.0
208,54:01.8,4.691,-75.628,158.0,6.2,Mb,95.0,,,0.0,NEI,1973040340.0
209,00:58.8,6.966,91.384,33.0,6.6,Ms,60.0,,,0.0,NEI,1973040740.0
210,51:11.5,-58.31100000000001,-13.196,10.0,6.2,Mw,76.0,,,1.02,NEI,1999082140.0
211,12:18.9,64.89,-159.49,0.0,6.0,ML,0.0,,,,AK,
212,30:26.0,10.939,-84.637,196.5,6.1,Mb,504.0,,,1.05,NEI,1991030140.0
213,58:51.1,4.973,-77.77,33.0,6.0,Mw,432.0,,,1.12,NEI,2003110540.0
214,00:05.4,-59.801,-26.311999999999998,33.0,6.2,Ms,246.0,,,0.93,NEI,1993040540.0
215,26:31.6,19.8653,-155.1528,38.71,6.2,Ms,26.0,228.0,17.0,0.1,HV,730006.0
216,53:02.9,53.843,-164.093,30.0,6.2,Mw,616.0,,,1.04,NEI,2005112040.0
217,59:05.5,-47.911,99.59299999999999,1.0,6.2,Mw,203.0,,,1.14,NEI,2010020540.0
218,48:22.8,53.751999999999995,161.746,33.0,6.6,Me,477.0,,,1.09,NEI,1997120511.0
219,33:34.6,57.84,-137.33,33.0,6.7,Ms,116.0,,,0.0,NEI,1973070140.0
220,37:34.4,12.270999999999999,125.43299999999999,44.0,6.0,Ms,68.0,,,0.0,NEI,1973070340.0
221,22:22.1,13.259,124.281,75.9,6.2,Unk,281.0,,,1.07,NEI,1994060940.0
222,51:21.0,35.178000000000004,86.48100000000001,33.0,6.9,Ms,130.0,,,0.0,NEI,1973071440.0
223,38:17.7,-27.462,-70.953,23.0,6.1,Ms,184.0,,,0.0,NEI,1979042840.0
224,44:52.2,-8.767000000000001,160.991,30.0,6.0,Ms,80.0,,,0.0,NEI,1973073140.0
225,48:18.8,-16.183,-173.82,106.9,6.2,Mw,431.0,,,0.84,NEI,2001100240.0
226,06:51.5,-54.356,-137.016,10.0,6.3,Mw,147.0,,,1.25,NEI,2001090240.0
227,06:45.9,32.753,104.15700000000001,16.0,6.9,Ms,266.0,,,0.0,NEI,1976081640.0
228,11:30.9,-4.448,143.94299999999998,102.3,7.1,Ms,422.0,,,1.03,NEI,1986062440.0
229,06:22.8,11.661,121.646,33.0,6.3,Ms,112.0,,,0.0,NEI,1975102140.0
230,10:07.2,-32.718,-179.09900000000002,32.0,6.0,Mw,423.0,,,1.09,NEI,2011121520.0
231,50:40.0,18.267,-96.598,84.0,6.8,Mb,189.0,,,0.0,NEI,1973082840.0
232,55:31.1,-0.162,-17.795,11.0,6.2,Mw,539.0,,,0.8,NEI,2007073140.0
233,00:02.1,42.713,131.105,561.9,6.3,Mw,95.0,28.0,2.0,1.03,NEI,2013040520.0
234,59:57.3,73.351,55.078,0.0,6.5,Mb,102.0,,,0.0,NEI,1975102140.0
235,32:51.5,-54.518,-132.624,33.0,6.4,Ms,44.0,,,0.0,NEI,1973091840.0
236,43:39.8,9.048,123.789,560.0,6.0,Mb,142.0,,,0.0,NEI,1973092040.0
237,13:34.0,-4.387,-102.00299999999999,33.0,6.1,Mb,108.0,,,0.0,NEI,1973092140.0
238,10:20.3,41.82,130.858,578.5,6.3,Unk,549.0,,,0.91,NEI,1990051140.0
239,12:28.4,-33.878,-71.943,35.0,6.0,Mb,291.0,,,1.02,NEI,2010022740.0
240,07:37.3,-60.823,-21.549,33.0,7.0,Ms,49.0,,,0.0,NEI,1973100640.0
241,17:42.1,0.75,-29.354,10.0,6.0,Ms,371.0,,,1.44,NEI,1993092040.0
242,49:37.5,19.379,-104.975,45.0,6.0,Mb,136.0,,,0.0,NEI,1973101840.0
243,52:54.0,-22.059,-63.555,527.0,6.0,Mw,571.0,,,0.91,NEI,2012060220.0
244,43:06.2,49.975,156.356,51.0,6.0,Mb,169.0,,,0.0,NEI,1973111140.0
245,43:01.5,-9.436,119.45200000000001,58.0,6.0,Mb,76.0,,,0.0,NEI,1973121940.0
246,28:18.9,54.876999999999995,167.845,4.0,6.6,Ms,220.0,,,0.0,NEI,1975081540.0
247,11:21.2,-22.146,-68.21600000000001,115.0,6.3,Mw,510.0,,,0.92,NEI,2010071240.0
248,33:50.7,-12.299000000000001,-76.352,98.0,6.3,Mb,168.0,,,0.0,NEI,1974010540.0
249,47:21.6,-38.954,46.18,33.0,6.1,Ms,53.0,,,0.0,NEI,1974010840.0
250,53:46.6,11.446,92.35700000000001,33.0,6.1,Ms,62.0,,,0.0,NEI,1974021640.0
251,30:21.8,13.909,122.116,17.0,6.1,Ms,85.0,,,0.0,NEI,1974021940.0
252,26:43.7,33.171,137.072,384.9,6.4,Mw,559.0,,,1.19,NEI,2003111240.0
253,59:17.8,-36.813,176.851,15.0,6.2,Ms,57.0,,,0.0,NEI,1974022840.0
254,07:22.1,9.602,-84.17200000000001,16.0,6.4,Mw,530.0,,,0.92,NEI,2004112040.0
255,20:03.7,-21.968000000000004,173.486,10.0,6.0,Mw,172.0,,,1.39,NEI,2007111940.0
256,56:01.8,55.12,-160.44299999999998,40.0,6.0,Mb,190.0,,,0.0,NEI,1974040640.0
257,03:34.5,-25.849,-175.91099999999997,21.1,6.8,Ms,387.0,,,1.1,NEI,1984092840.0
258,32:44.5,-16.595,-177.39700000000002,9.7,6.0,Ms,282.0,,,1.37,NEI,1993041740.0
259,30:30.5,34.319,139.26,10.0,6.1,Mw,275.0,,,0.88,NEI,2000071540.0
260,25:15.0,28.243000000000002,104.015,11.0,6.8,Ms,112.0,,,0.0,NEI,1974051040.0
261,14:08.6,19.74,147.274,6.0,6.4,Mb,183.0,,,0.0,NEI,1974051140.0
262,22:07.4,-11.173,-75.077,111.0,6.0,Mb,128.0,,,0.0,NEI,1974051740.0
263,55:11.2,-6.513,106.837,131.0,6.0,Mb,126.0,,,0.0,NEI,1974051740.0
264,04:59.9,27.226,-111.238,33.0,6.3,Ms,52.0,,,0.0,NEI,1974053140.0
265,48:01.4,10.597000000000001,-62.928000000000004,18.8,6.0,Mb,345.0,,,1.19,NEI,1986061140.0
266,55:19.7,-33.416,56.875,33.0,6.6,Ms,22.0,,,0.0,NEI,1974061940.0
267,36:31.4,-54.967,-131.47899999999998,10.0,6.0,Mw,169.0,,,1.22,NEI,2010112140.0
268,22:19.3,-26.09,84.28,33.0,6.6,Ms,49.0,,,0.0,NEI,1974062540.0
269,30:42.1,45.136,94.03399999999999,33.0,6.7,Ms,133.0,,,0.0,NEI,1974070440.0
270,18:22.8,7.747000000000001,-77.688,12.0,7.3,Ms,166.0,,,0.0,NEI,1974071340.0
